text,letterColor,correctAnswer,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,posture,date,expName,psychopyVersion,frameRate,
green,green,m,congruent,,,,,0,2,2,3,,,31.39144515991211,None,m,1,0.5479130744934082,31.39144515991211,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,0,3,3,2,,,32.500442028045654,None,z,1,0.6709120273590088,32.500442028045654,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,1,0,4,1,,,33.73227310180664,None,m,1,0.43094396591186523,33.73227310180664,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,1,1,5,0,,,34.71194314956665,None,m,0,0.475081205368042,34.71194314956665,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,1,2,6,3,,,35.738774061203,None,m,1,0.5045769214630127,35.738774061203,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,1,3,7,2,,,36.77832508087158,None,z,1,0.6650369167327881,36.77832508087158,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,2,0,8,0,,,37.989564180374146,None,z,1,0.42972707748413086,37.989564180374146,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,2,1,9,3,,,38.952601194381714,None,m,1,0.5067400932312012,38.952601194381714,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,2,2,10,1,,,39.994240045547485,None,m,1,0.5690860748291016,39.994240045547485,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,2,3,11,2,,,41.13164401054382,None,z,1,0.711677074432373,41.13164401054382,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,3,0,12,3,,,42.39671206474304,None,m,1,0.4705619812011719,42.39671206474304,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,3,1,13,1,,,43.39942002296448,None,m,1,1.083695888519287,43.39942002296448,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,3,2,14,2,,,45.04639410972595,None,z,1,0.4928898811340332,45.04639410972595,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,3,3,15,0,,,46.0894889831543,None,z,1,0.47380495071411133,46.0894889831543,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,4,0,16,0,,,47.121530055999756,None,z,1,0.41782498359680176,47.121530055999756,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,4,1,17,3,,,48.083858013153076,None,m,1,0.5754759311676025,48.083858013153076,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,4,2,18,1,,,49.207805156707764,None,m,1,0.4914979934692383,49.207805156707764,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,4,3,19,2,,,50.250537157058716,None,z,1,0.4887349605560303,50.250537157058716,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,5,0,20,0,,,51.29210901260376,None,z,1,0.47092103958129883,51.29210901260376,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,5,1,21,2,,,52.3126540184021,None,z,1,0.5384540557861328,52.3126540184021,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,5,2,22,3,,,53.401591062545776,None,m,1,0.4736800193786621,53.401591062545776,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,5,3,23,1,,,54.43504309654236,None,m,1,1.6002721786499023,54.43504309654236,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,6,0,24,0,,,56.59053611755371,None,z,1,0.868553876876831,56.59053611755371,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,6,1,25,1,,,57.993895053863525,None,m,1,0.7132940292358398,57.993895053863525,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,6,2,26,2,,,59.274540185928345,None,z,1,0.48884081840515137,59.274540185928345,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,6,3,27,3,,,60.312578201293945,None,m,1,0.5707252025604248,60.312578201293945,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,7,0,28,0,,,61.43572115898132,None,z,1,0.5356769561767578,61.43572115898132,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,7,1,29,1,,,62.51378107070923,None,m,1,0.5615708827972412,62.51378107070923,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,7,2,30,2,,,63.62727499008179,None,z,1,0.6157410144805908,63.62727499008179,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,7,3,31,3,,,64.81441402435303,None,m,1,0.5008389949798584,64.81441402435303,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,8,0,32,0,,,65.85583400726318,None,z,1,0.6114101409912109,65.85583400726318,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,8,1,33,1,,,67.01027512550354,None,m,1,0.4809420108795166,67.01027512550354,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,8,2,34,3,,,68.04650497436523,None,m,1,0.43674397468566895,68.04650497436523,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,8,3,35,2,,,69.04483819007874,None,z,1,0.5104691982269287,69.04483819007874,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,green,m,incongruent,,,,,9,0,36,1,,,70.08310413360596,None,m,1,0.5921261310577393,70.08310413360596,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,green,m,congruent,,,,,9,1,37,3,,,71.24162006378174,None,m,1,0.44156599044799805,71.24162006378174,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
red,red,z,congruent,,,,,9,2,38,0,,,72.24475598335266,None,z,1,0.4306299686431885,72.24475598335266,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
green,red,z,incongruent,,,,,9,3,39,2,,,73.20597720146179,None,z,1,0.8614280223846436,73.20597720146179,None,,,,,,,004,01,sitting,2021_Jul_31_2115,stroop-replication,2021.2.0,60.047043462948615,
,,,,,,,,,,,,,,,,,,,,,,,,,74.16390800476074,None,,,,,,,,
