text,letterColor,correctAnswer,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,fixation.started,fixation.stopped,feedback_2.started,feedback_2.stopped,sound_1.started,sound_1.stopped,instrText.started,instrText.stopped,feedback_3.started,feedback_3.stopped,sound_2.started,sound_2.stopped,thanksText.started,thanksText.stopped,participant,session,posture,date,expName,psychopyVersion,frameRate,
red,green,m,incongruent,,,,,1,0,1,0,0,7,7,7,,,221.3570899963379,None,m,1,0.34581995010375977,221.3570899963379,None,220.869530916214,221.41950607299805,,,,,,,221.75478601455688,None,221.73711850643159,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXXXX,red,z,neutral,,,,,1,0,1,0,0,8,8,2,,,223.79292392730713,None,z,1,0.2778441905975342,223.79292392730713,None,223.31012392044067,223.85540199279785,,,,,,,224.14690685272217,None,224.12892558574677,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,green,m,incongruent,,,,,1,0,1,0,0,9,9,19,,,226.1699879169464,None,m,1,0.3488731384277344,226.1699879169464,None,225.6800458431244,226.23222994804382,,,,,,,226.61282300949097,None,226.5952475309372,227.12188601493835,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
green,green,m,congruent,,,,,1,0,1,0,0,10,10,11,,,228.6666600704193,None,m,1,0.34813904762268066,228.6666600704193,None,228.17340302467346,228.72895693778992,,,,,,,229.10932993888855,None,229.09145858287812,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,red,z,congruent,,,,,1,0,1,0,0,11,11,20,,,231.1445279121399,None,z,1,0.36590003967285156,231.1445279121399,None,230.6544680595398,231.20396399497986,,,,,,,231.55875706672668,None,231.54691364765168,232.07051801681519,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXX,green,m,neutral,,,,,1,0,1,0,0,12,12,25,,,233.5810730457306,None,m,1,0.3936038017272949,233.5810730457306,None,233.10871195793152,233.64011597633362,,,,,,,234.0363109111786,None,234.02500655651093,234.54512786865234,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXXXX,red,z,neutral,,,,,1,0,1,0,0,13,13,26,,,236.06652188301086,None,z,1,0.4361579418182373,236.06652188301086,None,235.57273197174072,236.12895798683167,,,,,,,236.59883904457092,None,236.58126165866852,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,red,z,congruent,,,,,1,0,1,0,0,14,14,10,,,238.63602495193481,None,m,0,0.3147251605987549,238.63602495193481,None,238.1424310207367,238.6984179019928,,,,,,,239.0343599319458,None,239.01690771579743,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,red,z,congruent,,,,,1,0,1,0,0,15,15,22,,,241.05828595161438,None,m,0,0.3884999752044678,241.05828595161438,None,240.56668901443481,241.12068390846252,,,,,,,241.50074291229248,None,241.48305871486664,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXX,red,z,neutral,,,,,1,0,1,0,0,16,16,12,,,243.54631400108337,None,m,0,0.4124579429626465,243.54631400108337,None,243.04866695404053,243.6088900566101,,,,,,,244.03447198867798,None,244.0166945695877,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXXXX,green,m,neutral,,,,,1,0,1,0,0,17,17,27,,,246.0759470462799,None,m,1,0.3629179000854492,246.0759470462799,None,245.583881855011,246.13552594184875,,,,,,,246.50858998298645,None,246.4910085439682,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXX,red,z,neutral,,,,,1,0,1,0,0,18,18,24,,,248.53910493850708,None,z,1,0.41147899627685547,248.53910493850708,None,248.05262303352356,248.5991349220276,,,,,,,249.00280094146729,None,248.9897296667099,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXX,green,m,neutral,,,,,1,0,1,0,0,19,19,1,,,251.02600407600403,None,m,1,0.5488839149475098,251.02600407600403,None,250.53378987312317,251.08807587623596,,,,,,,251.64755201339722,None,251.62961866855622,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXXXX,red,z,neutral,,,,,1,0,1,0,0,20,20,14,,,253.65908694267273,None,z,1,0.37966299057006836,253.65908694267273,None,253.18471097946167,253.7205889225006,,,,,,,254.09201192855835,None,254.07435467243195,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,green,m,incongruent,,,,,1,0,1,0,0,21,21,17,,,256.1141629219055,None,m,1,0.4205300807952881,256.1141629219055,None,255.63987803459167,256.17337584495544,,,,,,,256.6123149394989,None,256.60104753971103,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
green,red,z,incongruent,,,,,1,0,1,0,0,22,22,4,,,258.65701484680176,None,z,1,0.4697699546813965,258.65701484680176,None,258.16412687301636,258.7195110321045,,,,,,,259.1896150112152,None,259.1715746164322,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,green,m,incongruent,,,,,1,0,1,0,0,23,23,29,,,261.24210000038147,None,m,1,0.6366360187530518,261.24210000038147,None,260.7490439414978,261.3045918941498,,,,,,,261.95576906204224,None,261.9469185113907,262.4696400165558,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
green,green,m,congruent,,,,,1,0,1,0,0,24,24,21,,,263.9971649646759,None,m,1,0.5378069877624512,263.9971649646759,None,263.5060670375824,264.05962204933167,,,,,,,264.6149790287018,None,264.60161569118503,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXX,red,z,neutral,,,,,1,0,1,0,0,25,25,0,,,266.64599895477295,None,z,1,0.49686503410339355,266.64599895477295,None,266.1666429042816,266.70857191085815,,,,,,,267.22363090515137,None,267.2060237169266,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXXXX,green,m,neutral,,,,,1,0,1,0,0,26,26,15,,,269.2737100124359,None,m,1,0.5093131065368652,269.2737100124359,None,268.78013801574707,269.3360650539398,,,,,,,269.85087490081787,None,269.8331296682358,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
green,red,z,incongruent,,,,,1,0,1,0,0,27,27,16,,,271.88453698158264,None,z,1,0.5864551067352295,271.88453698158264,None,271.3920679092407,271.9471459388733,,,,,,,272.5507619380951,None,272.5331495046616,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
green,green,m,congruent,,,,,1,0,1,0,0,28,28,9,,,274.5786349773407,None,m,1,0.4843919277191162,274.5786349773407,None,274.0859808921814,274.6412630081177,,,,,,,275.1551010608673,None,275.1378937005997,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
green,red,z,incongruent,,,,,1,0,1,0,0,29,29,28,,,277.18351888656616,None,z,1,0.6953549385070801,277.18351888656616,None,276.68998098373413,277.24576902389526,,,,,,,277.9390959739685,None,277.9213307142258,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
green,red,z,incongruent,,,,,1,0,1,0,0,30,30,6,,,279.97089290618896,None,z,1,0.355989933013916,279.97089290618896,None,279.4778609275818,280.03342604637146,,,,,,,280.4137098789215,None,280.3964855909348,280.92318391799927,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
XXXXX,green,m,neutral,,,,,1,0,1,0,0,31,31,3,,,282.4528498649597,None,m,1,0.3380298614501953,282.4528498649597,None,281.9609589576721,282.5152039527893,,,,,,,282.85069489479065,None,282.8328135251999,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,green,m,incongruent,,,,,1,0,1,0,0,32,32,31,,,284.8774559497833,None,m,1,0.441601037979126,284.8774559497833,None,284.38459491729736,284.93987107276917,,,,,,,285.4098389148712,None,285.39179470539096,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,red,z,congruent,,,,,1,0,1,0,0,33,33,32,,,287.4290449619293,None,m,0,0.4498319625854492,287.4290449619293,None,286.95040702819824,287.48951387405396,,,,,,,287.9560730457306,None,287.9376986265183,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,red,z,congruent,,,,,1,0,1,0,0,34,34,8,,,289.9805269241333,None,z,1,0.3144230842590332,289.9805269241333,None,289.4929869174957,290.04311084747314,,,,,,,290.37845492362976,None,290.36094858646396,None,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
red,red,z,congruent,,,,,1,0,1,0,0,35,35,34,,,292.3927628993988,None,z,1,0.3980410099029541,292.3927628993988,None,291.915137052536,292.4519078731537,,,,,,,292.8485178947449,None,292.8369376897812,293.36150002479553,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0001,01,standing,2021_Aug_09_1506,stroop,2021.2.0,59.92513472891343,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.5333478450775,None,,,,,,,,
