text,letterColor,correctAnswer,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,posture,date,expName,psychopyVersion,frameRate,
green,red,z,incongruent,,,,,6,3,27,2,,,73.39136600494385,None,z,1,0.5019400119781494,73.39136600494385,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
green,red,z,incongruent,,,,,7,0,28,2,,,74.42965197563171,None,z,1,0.42362403869628906,74.42965197563171,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
red,green,m,incongruent,,,,,7,1,29,1,,,75.39241409301758,None,m,1,0.43683481216430664,75.39241409301758,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
green,green,m,congruent,,,,,7,2,30,3,,,76.39585614204407,None,m,1,0.5214660167694092,76.39585614204407,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
red,red,z,congruent,,,,,7,3,31,0,,,77.47942113876343,None,z,1,0.6538660526275635,77.47942113876343,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
red,red,z,congruent,,,,,8,0,32,0,,,78.67964601516724,None,z,1,0.42941904067993164,78.67964601516724,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
green,red,z,incongruent,,,,,8,1,33,2,,,79.65489220619202,None,z,1,0.5584001541137695,79.65489220619202,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
red,green,m,incongruent,,,,,8,2,34,1,,,80.77838897705078,None,m,1,0.6346449851989746,80.77838897705078,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
green,green,m,congruent,,,,,8,3,35,3,,,81.95743298530579,None,m,1,0.6238911151885986,81.95743298530579,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
green,red,z,incongruent,,,,,9,0,36,2,,,83.11818504333496,None,z,1,0.4389948844909668,83.11818504333496,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
red,red,z,congruent,,,,,9,1,37,0,,,84.1131432056427,None,z,1,0.9478039741516113,84.1131432056427,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
red,green,m,incongruent,,,,,9,2,38,1,,,85.61951804161072,None,m,1,0.4819469451904297,85.61951804161072,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
green,green,m,congruent,,,,,9,3,39,3,,,86.66039299964905,None,m,1,0.592864990234375,86.66039299964905,None,,,,,,,003,01,sitting,2021_Jul_31_2113,stroop-replication,2021.2.0,60.06837043773407,
,,,,,,,,,,,,,,,,,,,,,,,,,87.68304014205933,None,,,,,,,,
