text,letterColor,correctAnswer,congruent,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr1.started,instr1.stopped,word.started,word.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,feedback_2.started,feedback_2.stopped,instrText.started,instrText.stopped,thanksText.started,thanksText.stopped,participant,session,posture,date,expName,psychopyVersion,frameRate,
green,green,m,congruent,,,,,0,2,2,3,,,54.32513499259949,None,m,1,0.5536789894104004,54.32513499259949,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,0,3,3,2,,,55.42885088920593,None,z,1,0.4421989917755127,55.42885088920593,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,1,0,4,0,,,56.44215989112854,None,z,1,0.46889519691467285,56.44215989112854,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,1,1,5,3,,,57.46587586402893,None,m,1,0.5808858871459961,57.46587586402893,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,1,2,6,1,,,58.62299299240112,None,m,1,0.3356311321258545,58.62299299240112,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,1,3,7,2,,,59.51409196853638,None,z,1,0.5327470302581787,59.51409196853638,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,2,0,8,1,,,60.586349964141846,None,m,1,0.43662309646606445,60.586349964141846,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,2,1,9,3,,,61.56765389442444,None,m,1,0.3833649158477783,61.56765389442444,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,2,2,10,0,,,62.484129905700684,None,z,1,0.49081897735595703,62.484129905700684,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,2,3,11,2,,,63.52305293083191,None,z,1,0.3960709571838379,63.52305293083191,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,3,0,12,0,,,64.45816588401794,None,z,1,0.3727588653564453,64.45816588401794,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,3,1,13,3,,,65.36440706253052,None,m,1,0.45853495597839355,65.36440706253052,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,3,2,14,2,,,66.3600959777832,None,z,1,0.40708017349243164,66.3600959777832,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,3,3,15,1,,,67.31928086280823,None,m,1,0.4075908660888672,67.31928086280823,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,4,0,16,0,,,68.26356387138367,None,z,1,0.5195510387420654,68.26356387138367,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,4,1,17,1,,,69.33735203742981,None,z,0,0.4218289852142334,69.33735203742981,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,4,2,18,2,,,70.29834699630737,None,z,1,0.6768100261688232,70.29834699630737,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,4,3,19,3,,,71.5213360786438,None,m,1,0.46144795417785645,71.5213360786438,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,5,0,20,3,,,72.5483410358429,None,m,1,0.37870287895202637,72.5483410358429,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,5,1,21,2,,,73.46248698234558,None,z,1,0.4406161308288574,73.46248698234558,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,5,2,22,1,,,74.46210098266602,None,m,1,0.4009530544281006,74.46210098266602,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,5,3,23,0,,,75.4100649356842,None,z,1,0.38112521171569824,75.4100649356842,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,6,0,24,2,,,76.32952404022217,None,z,1,0.4537229537963867,76.32952404022217,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,6,1,25,1,,,77.3262550830841,None,m,1,0.5128979682922363,77.3262550830841,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,6,2,26,0,,,78.40043687820435,None,z,1,0.462770938873291,78.40043687820435,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,6,3,27,3,,,79.43133187294006,None,m,1,0.5836749076843262,79.43133187294006,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,7,0,28,2,,,80.58087301254272,None,z,1,0.6023950576782227,80.58087301254272,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,7,1,29,0,,,81.74168705940247,None,z,1,0.6891701221466064,81.74168705940247,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,7,2,30,3,,,82.96751689910889,None,m,1,0.47138190269470215,82.96751689910889,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,7,3,31,1,,,84.0063910484314,None,m,1,0.6486198902130127,84.0063910484314,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,8,0,32,1,,,85.21057486534119,None,m,1,0.3725118637084961,85.21057486534119,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,8,1,33,2,,,86.13110494613647,None,z,1,0.6360669136047363,86.13110494613647,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,8,2,34,3,,,87.31600189208984,None,m,1,0.4113190174102783,87.31600189208984,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,8,3,35,0,,,88.27101588249207,None,z,1,0.5280170440673828,88.27101588249207,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,red,z,incongruent,,,,,9,0,36,2,,,89.34267687797546,None,z,1,0.38452696800231934,89.34267687797546,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,red,z,congruent,,,,,9,1,37,0,,,90.26102900505066,None,z,1,0.3943169116973877,90.26102900505066,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
red,green,m,incongruent,,,,,9,2,38,1,,,91.21719908714294,None,m,1,0.41411709785461426,91.21719908714294,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
green,green,m,congruent,,,,,9,3,39,3,,,92.19537997245789,None,m,1,0.5078427791595459,92.19537997245789,None,,,,,,,005,01,standing,2021_Jul_31_2125,stroop-replication,2021.2.0,60.11201751921897,
,,,,,,,,,,,,,,,,,,,,,,,,,92.79486393928528,None,,,,,,,,
